state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_measurement,units_of_measure,units_of_measure_code,sample_duration,sample_duration_code,sample_frequency,detection_limit,uncertainty,qualifier,method_type,method,method_code,state,county,date_of_last_change,cbsa_code
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-01,00:00,2025-01-01,05:00,2.7,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-04,00:00,2025-01-04,05:00,3.1,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-05,00:00,2025-01-05,05:00,10.7,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-07,00:00,2025-01-07,05:00,2.7,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-10,00:00,2025-01-10,05:00,22.2,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-13,00:00,2025-01-13,05:00,5.7,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-16,00:00,2025-01-16,05:00,18.2,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-19,00:00,2025-01-19,05:00,2.4,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-22,00:00,2025-01-22,05:00,11.4,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-25,00:00,2025-01-25,05:00,14.7,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-28,00:00,2025-01-28,05:00,5.8,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-01-31,00:00,2025-01-31,05:00,10.4,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-03-11,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-03,00:00,2025-02-03,05:00,16.3,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-06,00:00,2025-02-06,05:00,9.2,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-09,00:00,2025-02-09,05:00,7.5,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-12,00:00,2025-02-12,05:00,NA,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,AJ - Filter Damage.,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-15,00:00,2025-02-15,05:00,12.1,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-18,00:00,2025-02-18,05:00,5.1,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-21,00:00,2025-02-21,05:00,4.8,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-24,00:00,2025-02-24,05:00,12.3,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-02-27,00:00,2025-02-27,05:00,13.5,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-04,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-02,00:00,2025-03-02,05:00,3.5,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-05,00:00,2025-03-05,05:00,5,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-08,00:00,2025-03-08,05:00,NA,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,AN - Machine Malfunction.,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-11,00:00,2025-03-11,05:00,5.6,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-14,00:00,2025-03-14,05:00,18.6,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-17,00:00,2025-03-17,05:00,3.6,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-20,00:00,2025-03-20,05:00,5.2,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-23,00:00,2025-03-23,05:00,5.5,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-26,00:00,2025-03-26,05:00,4.4,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-03-29,00:00,2025-03-29,05:00,10.2,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-04-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-01,00:00,2025-04-01,05:00,3.5,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-04,00:00,2025-04-04,05:00,6.3,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-07,00:00,2025-04-07,05:00,6.7,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-10,00:00,2025-04-10,05:00,10.1,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-13,00:00,2025-04-13,05:00,9.6,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-16,00:00,2025-04-16,05:00,5.5,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-19,00:00,2025-04-19,05:00,NA,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,AV - Power Failure.,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-22,00:00,2025-04-22,05:00,5.2,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-25,00:00,2025-04-25,05:00,9.8,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-26,00:00,2025-04-26,05:00,3.9,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
39,035,0060,88101,1,41.492117,-81.678449,NAD83,PM2.5 - Local Conditions,2025-04-28,00:00,2025-04-28,05:00,9.7,Micrograms/cubic meter (LC),105,24 HOUR,7,EVERY 3RD DAY,2,NA,NA,FRM,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,145,Ohio,Cuyahoga,2025-05-30,17460
